,Date,User Account,Scores,Review,Label,Aspect
1052,14/12/2018,PEJUNGLABS dot COM,1,list complete area error fitted open terms conditions purchasing minimum similarly period want buy fruit told buy minimum,0,SYSTEM
1053,13/12/2018,A Google user,5,like selling online thats good,1,SYSTEM
1054,13/12/2018,fajar nugraha,3,even better covered farmer area rather big city essence tanihub selling farmers entrepreneurs devoted great city,1,USEFULLNESS
1055,12/12/2018,A Google user,5,support application much since help local farmer prosperous go tanihub,1,USEFULLNESS
1056,12/12/2018,Roberto Akyuwen,5,easy use,1,SYSTEM
1057,12/12/2018,F4Y Aja,5,great applications help connect farmers consumers,1,USEFULLNESS
1058,10/12/2018,Daniel Pandjaitan,5,application easy guys complicated crowded like trading application fast delivery process groceries got home safely anyway good,1,SYSTEM
1059,10/12/2018,Iman Nugraha,4,application easy understand shipping guns sukabumi add star,1,SYSTEM
1060,7/12/2018,A Google user,5,application may need improvement though already much better national competitors version far know farmers application well like gojek driver customer application really like feel close farmers give help need first hand,1,SYSTEM
1061,7/12/2018,helpy adi winoto,5,shopping process easy quality good products,1,SERVICE
1062,6/12/2018,William,5,let support local farmers,1,USEFULLNESS
1063,6/12/2018,Edy Pramono,5,shopping process easy navigation also easy understand payment option needs added yesterday order fragrant mango sweet super red dragon fruit bad everything good job,1,SYSTEM
1064,6/12/2018,Ivan Sustiawan,5,awesome,1,USEFULLNESS
